TournamentName,TeamA,TeamAScore,TeamB,TeamBScore,ground,city,date,overs,Round,GameResult,gameLink
FRIDAY BIG BASH Season 4,Myown Finpal,119/9,Jeddah KOMBANS -,93/10,FBB Ground, Jeddah, 03-Sep-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 26 runs,https://cricheroes.in/scorecard/2191647/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,RISING STARS FBB,117/9,Jeddah ROYALS FBB,121/6,FBB Ground, Jeddah, 27-Aug-21, 12 Ov.,LEAGUE MATCHES,Jeddah ROYALS FBB won by 4 wickets,https://cricheroes.in/scorecard/2148686/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,132/9,Jeddah INDIANS C C FBB,118/10,FBB Ground, Jeddah, 27-Aug-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 14 runs,https://cricheroes.in/scorecard/2148683/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,142/5,Myown Finpal,105/7,FBB Ground, Jeddah, 20-Aug-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 37 runs,https://cricheroes.in/scorecard/2148681/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Myown-Finpal
FRIDAY BIG BASH Season 4,Jeddah ROYALS FBB,169/4,Jeddah KOMBANS -,132/6,FBB Ground, Jeddah, 20-Aug-21, 12 Ov.,LEAGUE MATCHES,Jeddah ROYALS FBB won by 37 runs,https://cricheroes.in/scorecard/2148680/FRIDAY-BIG-BASH-Season-4/Jeddah-ROYALS-FBB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Jeddah KOMBANS FBB S4,160/5,Jeddah INDIANS C C FBB,144/5,FBB Ground, Jeddah, 13-Aug-21, 12 Ov.,LEAGUE MATCHES,Jeddah KOMBANS FBB S4 won by 16 runs,https://cricheroes.in/scorecard/2126521/FRIDAY-BIG-BASH-Season-4/Jeddah-KOMBANS-FBB-S4-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Myown Finpal,127/10,RISING STARS FBB,99/8,FBB Ground, Jeddah, 13-Aug-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 28 runs,https://cricheroes.in/scorecard/2126517/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-RISING-STARS-FBB
Marwari Yuva Manch Cricketoosav 2021-22,Ranthambore Rhinos 21-22,113/10,Bikaner Bulls 21-22,116/4,Padmini Cricket Ground, Tinsukia (Assam), 12-Dec-21, 20 Ov.,FINAL,Bikaner Bulls 21-22 won by 6 wickets,https://cricheroes.in/scorecard/2613352/Marwari-Yuva-Manch-Cricketoosav-2021-22/Ranthambore-Rhinos-21-22-vs-Bikaner-Bulls-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Gotan Gorillas 21-22,168/8,Bikaner Bulls 21-22,169/2,Padmini Cricket Ground, Tinsukia (Assam), 11-Dec-21, 15 Ov.,QUALIFIER 2,Bikaner Bulls 21-22 won by 8 wickets,https://cricheroes.in/scorecard/2606012/Marwari-Yuva-Manch-Cricketoosav-2021-22/Gotan-Gorillas-21-22-vs-Bikaner-Bulls-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Churu Cobras 21-22,164/6,Bikaner Bulls 21-22,166/4,Padmini Cricket Ground, Tinsukia (Assam), 10-Dec-21, 15 Ov.,ELIMINATOR,Bikaner Bulls 21-22 won by 6 wickets,https://cricheroes.in/scorecard/2599881/Marwari-Yuva-Manch-Cricketoosav-2021-22/Churu-Cobras-21-22-vs-Bikaner-Bulls-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Ranthambore Rhinos 21-22,170/8,Gotan Gorillas 21-22,137/10,Padmini Cricket Ground, Tinsukia (Assam), 10-Dec-21, 15 Ov.,QUALIFIER 1,Ranthambore Rhinos 21-22 won by 33 runs,https://cricheroes.in/scorecard/2599876/Marwari-Yuva-Manch-Cricketoosav-2021-22/Ranthambore-Rhinos-21-22-vs-Gotan-Gorillas-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Karnal Komodos 21-22,123/9,Jaipur Jackals 21-22,87/8,Padmini Cricket Ground, Tinsukia (Assam), 09-Dec-21, 12 Ov.,SUPER LEAGUE,Karnal Komodos 21-22 won by 36 runs,https://cricheroes.in/scorecard/2576912/Marwari-Yuva-Manch-Cricketoosav-2021-22/Karnal-Komodos-21-22-vs-Jaipur-Jackals-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Churu Cobras 21-22,162/4,Gotan Gorillas 21-22,163/6,Padmini Cricket Ground, Tinsukia (Assam), 09-Dec-21, 12 Ov.,SUPER LEAGUE,Gotan Gorillas 21-22 won by 4 wickets,https://cricheroes.in/scorecard/2576909/Marwari-Yuva-Manch-Cricketoosav-2021-22/Churu-Cobras-21-22-vs-Gotan-Gorillas-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Hissar Hiss 21-22,75/7,Bikaner Bulls 21-22,77/4,Padmini Cricket Ground, Tinsukia (Assam), 09-Dec-21, 12 Ov.,SUPER LEAGUE,Bikaner Bulls 21-22 won by 6 wickets,https://cricheroes.in/scorecard/2576906/Marwari-Yuva-Manch-Cricketoosav-2021-22/Hissar-Hiss-21-22-vs-Bikaner-Bulls-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Panipat Panthers 21-22,84/7,Ranthambore Rhinos 21-22,88/3,Padmini Cricket Ground, Tinsukia (Assam), 09-Dec-21, 12 Ov.,SUPER LEAGUE,Ranthambore Rhinos 21-22 won by 7 wickets,https://cricheroes.in/scorecard/2576774/Marwari-Yuva-Manch-Cricketoosav-2021-22/Panipat-Panthers-21-22-vs-Ranthambore-Rhinos-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Hissar Hiss 21-22,139/4,Chittor Chetaks 21-22,140/6,Padmini Cricket Ground, Tinsukia (Assam), 08-Dec-21, 12 Ov.,SUPER LEAGUE,Chittor Chetaks 21-22 won by 4 wickets,https://cricheroes.in/scorecard/2576772/Marwari-Yuva-Manch-Cricketoosav-2021-22/Hissar-Hiss-21-22-vs-Chittor-Chetaks-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Jaipur Jackals 21-22,115/6,Churu Cobras 21-22,117/2,Padmini Cricket Ground, Tinsukia (Assam), 08-Dec-21, 12 Ov.,SUPER LEAGUE,Churu Cobras 21-22 won by 8 wickets,https://cricheroes.in/scorecard/2576770/Marwari-Yuva-Manch-Cricketoosav-2021-22/Jaipur-Jackals-21-22-vs-Churu-Cobras-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Bikaner Bulls 21-22,89/5,Gotan Gorillas 21-22,91/5,Padmini Cricket Ground, Tinsukia (Assam), 08-Dec-21, 12 Ov.,SUPER LEAGUE,Gotan Gorillas 21-22 won by 5 wickets,https://cricheroes.in/scorecard/2576764/Marwari-Yuva-Manch-Cricketoosav-2021-22/Bikaner-Bulls-21-22-vs-Gotan-Gorillas-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Ranthambore Rhinos 21-22,139/5,Alwar Alligators 21-22,101/9,Padmini Cricket Ground, Tinsukia (Assam), 08-Dec-21, 12 Ov.,SUPER LEAGUE,Ranthambore Rhinos 21-22 won by 38 runs,https://cricheroes.in/scorecard/2576762/Marwari-Yuva-Manch-Cricketoosav-2021-22/Ranthambore-Rhinos-21-22-vs-Alwar-Alligators-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Alwar Alligators 21-22,124/7,Gotan Gorillas 21-22,125/7,Padmini Cricket Ground, Tinsukia (Assam), 07-Dec-21, 12 Ov.,SUPER LEAGUE,Gotan Gorillas 21-22 won by 3 wickets,https://cricheroes.in/scorecard/2576758/Marwari-Yuva-Manch-Cricketoosav-2021-22/Alwar-Alligators-21-22-vs-Gotan-Gorillas-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Ranthambore Rhinos 21-22,138/4,Karnal Komodos 21-22,128/5,Padmini Cricket Ground, Tinsukia (Assam), 07-Dec-21, 12 Ov.,SUPER LEAGUE,Ranthambore Rhinos 21-22 won by 10 runs,https://cricheroes.in/scorecard/2576752/Marwari-Yuva-Manch-Cricketoosav-2021-22/Ranthambore-Rhinos-21-22-vs-Karnal-Komodos-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Chittor Chetaks 21-22,145/7,Panipat Panthers 21-22,79/10,Padmini Cricket Ground, Tinsukia (Assam), 07-Dec-21, 12 Ov.,SUPER LEAGUE,Chittor Chetaks 21-22 won by 66 runs,https://cricheroes.in/scorecard/2576749/Marwari-Yuva-Manch-Cricketoosav-2021-22/Chittor-Chetaks-21-22-vs-Panipat-Panthers-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Hissar Hiss 21-22,93/4,Churu Cobras 21-22,95/3,Padmini Cricket Ground, Tinsukia (Assam), 07-Dec-21, 12 Ov.,SUPER LEAGUE,Churu Cobras 21-22 won by 7 wickets,https://cricheroes.in/scorecard/2576743/Marwari-Yuva-Manch-Cricketoosav-2021-22/Hissar-Hiss-21-22-vs-Churu-Cobras-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Jaipur Jackals 21-22,73/10,Bikaner Bulls 21-22,76/6,Padmini Cricket Ground, Tinsukia (Assam), 06-Dec-21, 12 Ov.,SUPER LEAGUE,Bikaner Bulls 21-22 won by 4 wickets,https://cricheroes.in/scorecard/2576742/Marwari-Yuva-Manch-Cricketoosav-2021-22/Jaipur-Jackals-21-22-vs-Bikaner-Bulls-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Hissar Hiss 21-22,126/4,Panipat Panthers 21-22,111/9,Padmini Cricket Ground, Tinsukia (Assam), 06-Dec-21, 12 Ov.,SUPER LEAGUE,Hissar Hiss 21-22 won by 15 runs,https://cricheroes.in/scorecard/2576741/Marwari-Yuva-Manch-Cricketoosav-2021-22/Hissar-Hiss-21-22-vs-Panipat-Panthers-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Alwar Alligators 21-22,62/10,Karnal Komodos 21-22,63/3,Padmini Cricket Ground, Tinsukia (Assam), 06-Dec-21, 12 Ov.,SUPER LEAGUE,Karnal Komodos 21-22 won by 7 wickets,https://cricheroes.in/scorecard/2576739/Marwari-Yuva-Manch-Cricketoosav-2021-22/Alwar-Alligators-21-22-vs-Karnal-Komodos-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Chittor Chetaks 21-22,99/10,Gotan Gorillas 21-22,102/3,Padmini Cricket Ground, Tinsukia (Assam), 06-Dec-21, 12 Ov.,SUPER LEAGUE,Gotan Gorillas 21-22 won by 7 wickets,https://cricheroes.in/scorecard/2576738/Marwari-Yuva-Manch-Cricketoosav-2021-22/Chittor-Chetaks-21-22-vs-Gotan-Gorillas-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Ranthambore Rhinos 21-22,136/3,Chittor Chetaks 21-22,106/6,Padmini Cricket Ground, Tinsukia (Assam), 05-Dec-21, 12 Ov.,SUPER LEAGUE,Ranthambore Rhinos 21-22 won by 30 runs,https://cricheroes.in/scorecard/2575950/Marwari-Yuva-Manch-Cricketoosav-2021-22/Ranthambore-Rhinos-21-22-vs-Chittor-Chetaks-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Karnal Komodos 21-22,101/6,Churu Cobras 21-22,107/7,Padmini Cricket Ground, Tinsukia (Assam), 05-Dec-21, 12 Ov.,SUPER LEAGUE,Churu Cobras 21-22 won by 3 wickets,https://cricheroes.in/scorecard/2575944/Marwari-Yuva-Manch-Cricketoosav-2021-22/Karnal-Komodos-21-22-vs-Churu-Cobras-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Alwar Alligators 21-22,113/8,Jaipur Jackals 21-22,116/3,Padmini Cricket Ground, Tinsukia (Assam), 05-Dec-21, 12 Ov.,SUPER LEAGUE,Jaipur Jackals 21-22 won by 7 wickets,https://cricheroes.in/scorecard/2575939/Marwari-Yuva-Manch-Cricketoosav-2021-22/Alwar-Alligators-21-22-vs-Jaipur-Jackals-21-22
Marwari Yuva Manch Cricketoosav 2021-22,Panipat Panthers 21-22,105/5,Bikaner Bulls 21-22,107/3,Padmini Cricket Ground, Tinsukia (Assam), 05-Dec-21, 12 Ov.,SUPER LEAGUE,Bikaner Bulls 21-22 won by 7 wickets,https://cricheroes.in/scorecard/2575913/Marwari-Yuva-Manch-Cricketoosav-2021-22/Panipat-Panthers-21-22-vs-Bikaner-Bulls-21-22
OPL Champions,G1-Stars,224/10,Mayra Homes,78/10,Om Cricket Academy, Gurugram, 11-Dec-21, 20 Ov.,FINAL,G1-Stars won by 146 runs,https://cricheroes.in/scorecard/2590754/OPL-Champions/G1-Stars-vs-Mayra-Homes
OPL Champions,Mayra Homes,202/10,Vatika Raptors,147/10,Om Cricket Academy, Gurugram, 28-Nov-21, 20 Ov.,SEMI FINAL,Mayra Homes won by 55 runs,https://cricheroes.in/scorecard/2528105/OPL-Champions/Mayra-Homes-vs-Vatika-Raptors
OPL Champions,G1-Stars,207/10,Gurgaon STARS X1,206/9,Om Cricket Academy, Gurugram, 27-Nov-21, 20 Ov.,SEMI FINAL,G1-Stars won by 1 run,https://cricheroes.in/scorecard/2528101/OPL-Champions/G1-Stars-vs-Gurgaon-STARS-X1
OPL Champions,Orris Strikers..,98/10,Vatika Raptors,102/3,Om Cricket Academy, Gurugram, 21-Nov-21, 20 Ov.,LEAGUE MATCHES,Vatika Raptors won by 7 wickets,https://cricheroes.in/scorecard/2490396/OPL-Champions/Orris-Strikers..-vs-Vatika-Raptors
OPL Champions,Mayra Homes,334/8,Super K 11,182/10,Om Cricket Academy, Gurugram, 20-Nov-21, 20 Ov.,LEAGUE MATCHES,Mayra Homes won by 152 runs,https://cricheroes.in/scorecard/2490394/OPL-Champions/Mayra-Homes-vs-Super-K-11
OPL Champions,G1-Stars,228/10,Super K 11,210/10,Om Cricket Academy, Gurugram, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,G1-Stars won by 18 runs,https://cricheroes.in/scorecard/2439303/OPL-Champions/G1-Stars-vs-Super-K-11
OPL Champions,Mayra Homes,285/6,Gurgaon STARS X1,289/6,Om Cricket Academy, Gurugram, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,Gurgaon STARS X1 won by 4 wickets,https://cricheroes.in/scorecard/2304374/OPL-Champions/Mayra-Homes-vs-Gurgaon-STARS-X1
OPL Champions,Vatika Raptors,154/9,G1-Stars,158/8,Om Cricket Academy, Gurugram, 13-Nov-21, 20 Ov.,LEAGUE MATCHES,G1-Stars won by 2 wickets,https://cricheroes.in/scorecard/2439296/OPL-Champions/Vatika-Raptors-vs-G1-Stars
OPL Champions,Super K 11,197/10,Orris Strikers..,199/3,Om Cricket Academy, Gurugram, 13-Nov-21, 20 Ov.,LEAGUE MATCHES,Orris Strikers.. won by 7 wickets,https://cricheroes.in/scorecard/2439286/OPL-Champions/Super-K-11-vs-Orris-Strikers..
OPL Champions,Gurgaon STARS X1,228/8,M.R. XI,147/10,Om Cricket Academy, Gurugram, 30-Oct-21, 20 Ov.,LEAGUE MATCHES,Gurgaon STARS X1 won by 81 runs,https://cricheroes.in/scorecard/2343581/OPL-Champions/Gurgaon-STARS-X1-vs-M.R.-XI
OPL Champions,M.R. XI,112/10,G1-Stars,117/6,Om Cricket Academy, Gurugram, 24-Oct-21, 20 Ov.,LEAGUE MATCHES,G1-Stars won by 4 wickets,https://cricheroes.in/scorecard/2281035/OPL-Champions/M.R.-XI-vs-G1-Stars
OPL Champions,Super K 11,141/10,Vatika Raptors,143/2,Om Cricket Academy, Gurugram, 24-Oct-21, 20 Ov.,LEAGUE MATCHES,Vatika Raptors won by 8 wickets,https://cricheroes.in/scorecard/2281031/OPL-Champions/Super-K-11-vs-Vatika-Raptors
OPL Champions,Gurgaon STARS X1,178/10,Orris Strikers..,179/2,Om Cricket Academy, Gurugram, 23-Oct-21, 20 Ov.,LEAGUE MATCHES,Orris Strikers.. won by 8 wickets,https://cricheroes.in/scorecard/2281040/OPL-Champions/Gurgaon-STARS-X1-vs-Orris-Strikers..
OPL Champions,Vatika Raptors,162/8,M.R. XI,166/7,Om Cricket Academy, Gurugram, 17-Oct-21, 20 Ov.,LEAGUE MATCHES,M.R. XI won by 3 wickets,https://cricheroes.in/scorecard/2281023/OPL-Champions/Vatika-Raptors-vs-M.R.-XI
OPL Champions,Gurgaon STARS X1,204/10,Super K 11,180/10,Om Cricket Academy, Gurugram, 17-Oct-21, 20 Ov.,LEAGUE MATCHES,Gurgaon STARS X1 won by 24 runs,https://cricheroes.in/scorecard/2281052/OPL-Champions/Gurgaon-STARS-X1-vs-Super-K-11
OPL Champions,G1-Stars,169/10,Orris Strikers..,172/3,Om Cricket Academy, Gurugram, 15-Oct-21, 20 Ov.,LEAGUE MATCHES,Orris Strikers.. won by 7 wickets,https://cricheroes.in/scorecard/2281039/OPL-Champions/G1-Stars-vs-Orris-Strikers..
OPL Champions,Mayra Homes,202/10,M.R. XI,144/10,Om Cricket Academy, Gurugram, 10-Oct-21, 20 Ov.,LEAGUE MATCHES,Mayra Homes won by 58 runs,https://cricheroes.in/scorecard/2281002/OPL-Champions/Mayra-Homes-vs-M.R.-XI
OPL Champions,Vatika Raptors,186/8,Mayra Homes,189/9,Om Cricket Academy, Gurugram, 09-Oct-21, 20 Ov.,LEAGUE MATCHES,Mayra Homes won by 1 wicket,https://cricheroes.in/scorecard/2281049/OPL-Champions/Vatika-Raptors-vs-Mayra-Homes
OPL Champions,G1-Stars,270/10,Gurgaon STARS X1,192/10,Om Cricket Academy, Gurugram, 09-Oct-21, 20 Ov.,LEAGUE MATCHES,G1-Stars won by 78 runs,https://cricheroes.in/scorecard/2281005/OPL-Champions/G1-Stars-vs-Gurgaon-STARS-X1
OPL Champions,Orris Strikers..,136/10,Mayra Homes,138/6,Om Cricket Academy, Gurugram, 03-Oct-21, 20 Ov.,LEAGUE MATCHES,Mayra Homes won by 4 wickets,https://cricheroes.in/scorecard/2280828/OPL-Champions/Orris-Strikers..-vs-Mayra-Homes
OPL Champions,Super K 11,193/7,M.R. XI,176/10,Om Cricket Academy, Gurugram, 03-Oct-21, 20 Ov.,LEAGUE MATCHES,Super K 11 won by 17 runs,https://cricheroes.in/scorecard/2235432/OPL-Champions/Super-K-11-vs-M.R.-XI
OPL Champions,Orris Strikers..,208/8,M.R. XI,210/6,Om Cricket Academy, Gurugram, 26-Sep-21, 20 Ov.,LEAGUE MATCHES,M.R. XI won by 4 wickets,https://cricheroes.in/scorecard/2255215/OPL-Champions/Orris-Strikers..-vs-M.R.-XI
OPL Champions,Gurgaon STARS X1,228/8,Vatika Raptors,232/2,Om Cricket Academy, Gurugram, 26-Sep-21, 20 Ov.,LEAGUE MATCHES,Vatika Raptors won by 8 wickets,https://cricheroes.in/scorecard/2235411/OPL-Champions/Gurgaon-STARS-X1-vs-Vatika-Raptors
OPL Champions,Mayra Homes,146/10,G1-Stars,149/8,Om Cricket Academy, Gurugram, 25-Sep-21, 20 Ov.,LEAGUE MATCHES,G1-Stars won by 2 wickets,https://cricheroes.in/scorecard/2258655/OPL-Champions/Mayra-Homes-vs-G1-Stars
2nd SATCA CRICKET LEAGUE,PUNJABI STARS Adelaide,97/10,IVAAN 11,84/10,North Pines, Adelaide, 05-Dec-21, 20 Ov.,FINAL,PUNJABI STARS Adelaide won by 13 runs,https://cricheroes.in/scorecard/2576897/2nd-SATCA-CRICKET-LEAGUE/PUNJABI-STARS-Adelaide-vs-IVAAN-11
2nd SATCA CRICKET LEAGUE,RICHMOND STRIKERS,135/10,IVAAN 11,137/5,PARALOWIE R12, Adelaide, 28-Nov-21, 20 Ov.,SEMI FINAL,IVAAN 11 won by 5 wickets,https://cricheroes.in/scorecard/2533246/2nd-SATCA-CRICKET-LEAGUE/RICHMOND-STRIKERS-vs-IVAAN-11
2nd SATCA CRICKET LEAGUE,Divine XI Australia,109/9,PUNJABI STARS Adelaide,115/8,Gepps Cross, Adelaide, 28-Nov-21, 20 Ov.,SEMI FINAL,PUNJABI STARS Adelaide won by 2 wickets,https://cricheroes.in/scorecard/2533250/2nd-SATCA-CRICKET-LEAGUE/Divine-XI-Australia-vs-PUNJABI-STARS-Adelaide
2nd SATCA CRICKET LEAGUE,RICHMOND STRIKERS,143/9,Deccan Champions XI,91/10,PARALOWIE R12, Adelaide, 21-Nov-21, 20 Ov.,QUARTER FINAL,RICHMOND STRIKERS won by 52 runs,https://cricheroes.in/scorecard/2511538/2nd-SATCA-CRICKET-LEAGUE/RICHMOND-STRIKERS-vs-Deccan-Champions-XI
2nd SATCA CRICKET LEAGUE,PUNJABI STARS Adelaide,193/5,RJ-13 Warriors,71/10,Salisbury , Adelaide, 21-Nov-21, 20 Ov.,QUARTER FINAL,PUNJABI STARS Adelaide won by 122 runs,https://cricheroes.in/scorecard/2510288/2nd-SATCA-CRICKET-LEAGUE/PUNJABI-STARS-Adelaide-vs-RJ-13-Warriors
2nd SATCA CRICKET LEAGUE,Adelaide Bulls (SATCA),172/10,IVAAN 11,178/2,Karrendi School, Adelaide, 21-Nov-21, 20 Ov.,QUARTER FINAL,IVAAN 11 won by 8 wickets,https://cricheroes.in/scorecard/2510269/2nd-SATCA-CRICKET-LEAGUE/Adelaide-Bulls-(SATCA)-vs-IVAAN-11
2nd SATCA CRICKET LEAGUE,Kings Of Punjab(KoP),48/10,Divine XI Australia,49/9,PPP, Adelaide, 21-Nov-21, 20 Ov.,QUARTER FINAL,Divine XI Australia won by 1 wicket,https://cricheroes.in/scorecard/2510279/2nd-SATCA-CRICKET-LEAGUE/Kings-Of-Punjab(KoP)-vs-Divine-XI-Australia
2nd SATCA CRICKET LEAGUE,IVAAN 11,103/10,Kings Of Punjab(KoP),85/10,Adelaide Oval , Adelaide, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,IVAAN 11 won by 18 runs,https://cricheroes.in/scorecard/2471804/2nd-SATCA-CRICKET-LEAGUE/IVAAN-11-vs-Kings-Of-Punjab(KoP)
2nd SATCA CRICKET LEAGUE,Super..11,131/10,RJ-13 Warriors,132/3,Grange, Adelaide, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,RJ-13 Warriors won by 7 wickets,https://cricheroes.in/scorecard/2471590/2nd-SATCA-CRICKET-LEAGUE/Super..11-vs-RJ-13-Warriors
2nd SATCA CRICKET LEAGUE,Brown Mundey 13,125/10,Rising Stars Adelaide SA,126/7,Karrendi School, Adelaide, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,Rising Stars Adelaide SA won by 3 wickets,https://cricheroes.in/scorecard/2471401/2nd-SATCA-CRICKET-LEAGUE/Brown-Mundey-13-vs-Rising-Stars-Adelaide-SA
2nd SATCA CRICKET LEAGUE,PUNJABI STARS Adelaide,121/10,Divine XI Australia,119/10,Salisbury , Adelaide, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,PUNJABI STARS Adelaide won by 2 runs,https://cricheroes.in/scorecard/2471578/2nd-SATCA-CRICKET-LEAGUE/PUNJABI-STARS-Adelaide-vs-Divine-XI-Australia
2nd SATCA CRICKET LEAGUE,Adelaide Bulls (SATCA),,RICHMOND STRIKERS,,PARALOWIE R12, Adelaide, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,RICHMOND STRIKERS won by walkover,https://cricheroes.in/match-detail/Adelaide-Bulls-(SATCA)/RICHMOND-STRIKERS/811183/782066/2471402
2nd SATCA CRICKET LEAGUE,Deccan Champions XI,246/8,SAWarriors,76/10,PPP, Adelaide, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,Deccan Champions XI won by 170 runs,https://cricheroes.in/scorecard/2471539/2nd-SATCA-CRICKET-LEAGUE/Deccan-Champions-XI-vs-SAWarriors
2nd SATCA CRICKET LEAGUE,PUNJABI STARS Adelaide,174/8,IVAAN 11,117/10,PARALOWIE R12, Adelaide, 07-Nov-21, 20 Ov.,LEAGUE MATCHES,PUNJABI STARS Adelaide won by 57 runs,https://cricheroes.in/scorecard/2437531/2nd-SATCA-CRICKET-LEAGUE/PUNJABI-STARS-Adelaide-vs-IVAAN-11
2nd SATCA CRICKET LEAGUE,RICHMOND STRIKERS,185/10 & 4/0,Kings Of Punjab(KoP),185/7 & 1/2,PARALOWIE R12, Adelaide, 07-Nov-21, 20 Ov.,LEAGUE MATCHES,Match Tied (RICHMOND STRIKERS won the super over.),https://cricheroes.in/scorecard/2437512/2nd-SATCA-CRICKET-LEAGUE/RICHMOND-STRIKERS-vs-Kings-Of-Punjab(KoP)
2nd SATCA CRICKET LEAGUE,Rising Stars Adelaide SA,193/10,Deccan Champions XI,183/9,Karrendi School, Adelaide, 07-Nov-21, 20 Ov.,LEAGUE MATCHES,Rising Stars Adelaide SA won by 10 runs,https://cricheroes.in/scorecard/2437519/2nd-SATCA-CRICKET-LEAGUE/Rising-Stars-Adelaide-SA-vs-Deccan-Champions-XI
2nd SATCA CRICKET LEAGUE,Super..11,104/10,Divine XI Australia,108/6,Sailsbury North, Adelaide, 07-Nov-21, 20 Ov.,LEAGUE MATCHES,Divine XI Australia won by 4 wickets,https://cricheroes.in/scorecard/2437541/2nd-SATCA-CRICKET-LEAGUE/Super..11-vs-Divine-XI-Australia
2nd SATCA CRICKET LEAGUE,SAWarriors,,Adelaide Bulls (SATCA),,Grange, Adelaide, 07-Nov-21, 20 Ov.,LEAGUE MATCHES,Adelaide Bulls (SATCA) won by walkover,https://cricheroes.in/match-detail/SAWarriors/Adelaide-Bulls-(SATCA)/1139450/811183/2437525
2nd SATCA CRICKET LEAGUE,PUNJABI STARS Adelaide,202/10,Brown Mundey 13,205/6,Salisbury N, Adelaide, 31-Oct-21, 20 Ov.,LEAGUE MATCHES,Brown Mundey 13 won by 4 wickets,https://cricheroes.in/scorecard/2392585/2nd-SATCA-CRICKET-LEAGUE/PUNJABI-STARS-Adelaide-vs-Brown-Mundey-13
2nd SATCA CRICKET LEAGUE,RICHMOND STRIKERS,222/10,SAWarriors,99/7,Grange, Adelaide, 31-Oct-21, 20 Ov.,LEAGUE MATCHES,RICHMOND STRIKERS won by 123 runs,https://cricheroes.in/scorecard/2392556/2nd-SATCA-CRICKET-LEAGUE/RICHMOND-STRIKERS-vs-SAWarriors
2nd SATCA CRICKET LEAGUE,Rising Stars Adelaide SA,125/10,IVAAN 11,128/7,Karrendi School, Adelaide, 31-Oct-21, 20 Ov.,LEAGUE MATCHES,IVAAN 11 won by 3 wickets,https://cricheroes.in/scorecard/2392550/2nd-SATCA-CRICKET-LEAGUE/Rising-Stars-Adelaide-SA-vs-IVAAN-11
2nd SATCA CRICKET LEAGUE,Adelaide Bulls (SATCA),173/7,RJ-13 Warriors,175/6,PARALOWIE R12, Adelaide, 31-Oct-21, 20 Ov.,LEAGUE MATCHES,RJ-13 Warriors won by 4 wickets,https://cricheroes.in/scorecard/2392564/2nd-SATCA-CRICKET-LEAGUE/Adelaide-Bulls-(SATCA)-vs-RJ-13-Warriors
2nd SATCA CRICKET LEAGUE,Kings Of Punjab(KoP),213/5,Deccan Champions XI,199/9,Sailsbury North, Adelaide, 31-Oct-21, 20 Ov.,LEAGUE MATCHES,Kings Of Punjab(KoP) won by 14 runs,https://cricheroes.in/scorecard/2392574/2nd-SATCA-CRICKET-LEAGUE/Kings-Of-Punjab(KoP)-vs-Deccan-Champions-XI
